Year,Indicator Name,Indicator Code,Value
2016,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,57580000000
2015,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,54278000000
2014,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,55954000000
2013,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,53631000000
2012,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,52876000000
2011,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,51089000000
2010,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,43884000000
2009,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,39372430000
2008,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,53573000000
2007,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,42690000000
2006,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,39097000000
2005,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,32448200000
2004,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,24591050000
2003,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,17614000000
2002,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,14980000000
2001,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,14141000000
2000,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,14362000000
1999,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,13524000000
1998,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,14259000000
1997,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,15774816944
1996,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,17820301728
1995,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,16310679894
1994,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,13714282162
1993,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,13628188559
1992,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,13884468482
1991,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,12258919216
1990,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,11385915086
1989,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,10222060220
1988,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,9535387238
1987,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,8480270706
1986,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,7957432102
1985,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,7785093340
1984,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,8021169425
1983,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,7188165950
1982,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,7256314211
1981,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,6980346481
1980,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,6706937737
1979,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,5414183252
1978,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,4096056760
1977,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,3216561520
1976,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,2812131734
2018,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,36.3154384
2017,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,37.72278142
2016,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,37.60711574
2015,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,42.13693653
2014,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,48.18095913
2013,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,44.18458443
2012,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,38.98090877
2011,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,49.20304071
2010,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,52.20967517
2009,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,48.82524643
2008,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,43.10503215
2007,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,36.74974852
2006,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,35.79578873
2005,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,34.57586934
2004,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,38.9261745
2003,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,49.19554455
2002,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,64.92048644
2001,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,70.23971054
2000,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,71.22065728
1999,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,69.24205379
1998,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,64.4773358
1997,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,65.27917533
1996,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,50.61824171
1995,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,55.43417946
1994,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,58.85031062
1993,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,55.19433903
1992,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,55.21972695
1991,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,55.89415493
1990,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,60.19575801
1989,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,58.75530947
1988,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,53.12326474
1987,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,55.81876117
1986,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,55.85103515
1985,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,57.59309797
1984,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,60.07019818
1983,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,58.70476178
1982,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,61.34963766
1981,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,65.83508113
1980,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,64.50381679
1979,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,60.53340172
1978,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,64.33486239
1977,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,58.48049281
1976,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,56.67355847
2018,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,17.18381022
2017,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,20.28811525
2016,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,20.70723506
2015,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,18.82593392
2014,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,16.1233168
2013,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,13.61750283
2012,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,16.60208994
2011,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,13.8548308
2010,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,12.89558065
2009,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,10.34838249
2008,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,15.49453914
2007,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,17.80485079
2006,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,18.17433243
2005,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,16.85985248
2004,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,23.63907532
2003,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,28.6200495
2002,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,11.92703461
2001,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,11.39755767
2000,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,11.7370892
1999,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,8.997555012
1998,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,16.51248844
1997,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,13.29564308
1996,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,22.97096588
1995,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,15.19180465
1994,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,16.28042091
1993,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,24.2108666
1992,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,25.43185644
1991,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,23.82676322
1990,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,20.77286136
1989,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,19.14800372
1988,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,22.45340239
1987,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,19.32049917
1986,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,18.48370604
1985,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,17.13094426
1984,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,18.12348933
1983,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,15.73038496
1982,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,12.88016642
1981,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,11.22640468
1980,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,9.63451307
1979,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,12.11693807
1978,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,10.89449541
1977,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,11.27310062
1976,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,14.22007811
2018,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,9000000
2017,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,52000000
2016,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,52000000
2015,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,25000000
2014,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,122000000
2013,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,212000000
2012,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,77000000
2011,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,62000000
2010,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,47000000
2009,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,71000000
2008,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,49000000
2007,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,98000000
2006,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,109000000
2005,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,45000000
2004,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,56000000
2003,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,19000000
2002,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,31000000
2001,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,26000000
2000,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,11000000
1999,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,21000000
1998,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,50000000
1997,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-24314470.86
1996,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,6785421.467
1995,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,410453.2768
1994,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,966633.9335
1993,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-2153461.349
1992,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-11579897.3
1991,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-3737254.749
1990,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,1948282.952
1989,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,43083008.83
1988,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,12741495.17
1987,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,19226956.17
1986,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-649653.4347
1985,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-7866025.006
1984,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-4684410.476
2018,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.002879354
2017,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.017051874
2016,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.018661093
2015,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.009240227
2014,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.049926157
2013,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.091688138
2012,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.03431623
2011,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.029027928
2010,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.026492776
2009,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.042223508
2008,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.028810342
2007,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.064310489
2006,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.079408987
2005,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.041095101
2004,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.057155824
2003,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.022824248
2002,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.042872857
2001,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.035956429
2000,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.014874438
1999,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.033347172
1998,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.08039625
1997,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.038944715
1996,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.010716059
1995,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.000676913
1994,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.00186268
1993,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.004183241
1992,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.023809716
1991,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.008222428
1990,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.004869438
1989,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.10724898
1988,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.033118241
1987,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.057649401
1986,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.00203659
1985,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.025256205
1984,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,-0.015037355
2018,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,198000000
2017,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,174000000
2016,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,137000000
2015,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,159000000
2014,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,223000000
2013,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,64000000
2012,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,88000000
2011,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,104000000
